Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Ecuador,ECU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,5.124414879,4.919146944,2.106368247,7.407245359,3.27508249,-0.339525639,4.621073943,1.909438397,4.669237982,6.871929325,6.292606197,5.017640706,13.95068213,11.20850963,10.972154,7.397187619,1.604842109,5.706824945,3.734048403,3.708682967,5.61286412,0.614845352,-0.33686877,2.625273268,3.935001413,3.464782516,-0.259098709,5.890467291,1.005777945,3.679914053,4.291342464,2.11431065,1.973218137,4.258250427,2.252548652,1.731747626,4.327864758,3.266529346,-4.739385854,1.091801647,4.206271857,4.928095496,2.884500365,6.832397366,5.39862244,4.341131986,1.902428597,6.564920682,1.09101297,4.02913788,8.481476563,5.783212336,7.211236537,4.226065204,0.119692109,-0.687954246,5.97039881,1.044295547,0.165403533,-9.245096377,9.818417748,6.186139073,2.355217907,
"Egypt, Arab Rep.",EGY,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,5.161114143,3.875616724,10.51809262,11.50757747,4.914042292,5.046403712,0.805264127,-1.60679235,5.279517514,5.598515039,4.057346327,3.055680625,3.506830162,1.558938572,8.939147159,13.27968944,9.003044267,8.628767645,4.547689628,10.01132904,7.348553896,9.907171134,5.09440684,9.745762712,5.791505791,4.744525547,3.832752613,5.461320496,4.920868604,5.667029157,1.125404595,4.472859184,2.9007908,3.97317218,4.642458772,4.988730565,5.492354743,5.575497461,6.053438785,6.37000383,3.535251974,2.390204026,3.193454737,4.092071611,4.471744472,6.843838194,7.087827427,7.156283566,4.6735998,5.147234858,1.764571949,2.226199799,2.185466054,2.91591188,4.372019078,4.346643456,4.181221,5.331108619,5.552093072,3.550164838,3.290646012,6.587845609,3.758700552,
Euro area,EMU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,5.71592492,5.762372973,4.892638042,5.835111771,5.038943769,4.397082263,3.459134906,5.660944401,7.13457463,5.608778325,3.7635958,4.898048213,6.202723941,3.287192618,-0.805896696,5.035504357,3.1055363,3.101033164,3.902665312,2.182004224,0.545447522,0.688965131,1.395459549,2.404518803,2.304757841,2.519388672,2.532723624,4.318414621,4.111171271,3.591050512,2.362984081,1.122151022,-0.682679113,2.515514058,2.469772321,1.743061431,2.764257752,3.000841431,3.010342863,3.90185691,2.185342055,0.946997514,0.753370499,2.312190259,1.771918664,3.321601605,3.011505361,0.41650155,-4.48285238,2.121340778,1.778222744,-0.917843012,-0.169752032,1.452001019,2.14103196,1.822468559,2.597494948,1.768485843,1.628394652,-6.048673354,6.361155565,3.546043469,0.401418498,
Eritrea,ERI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.4547625,21.22141119,2.858379059,9.258838563,7.908684578,1.772583091,0.013480096,-3.141985903,8.755435528,3.005429192,-2.655515925,1.451735566,2.574449551,-0.969217111,1.426822211,-9.783030018,3.876501528,2.194190349,8.679800101,,,,,,,,,,,,,
Spain,ESP,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,11.83867419,9.953438103,9.596498874,5.308510246,6.253134899,7.24606031,4.340338417,6.597020138,8.907015555,4.244970767,4.649473438,8.149745962,7.788465302,5.618785803,0.542203335,3.303791407,2.838574252,1.463003507,0.041546368,2.208728278,-0.132468717,1.246461823,1.770115615,1.784687632,2.321435843,3.253321618,5.547122684,5.094324309,4.827030242,3.781393484,2.54600051,0.929215384,-1.031491774,2.383195426,2.757493952,2.607411183,3.587299762,4.301977405,4.408865512,5.200641186,3.919088791,2.755456153,2.939289664,3.114531452,3.551225515,4.043435207,3.533500122,0.767165775,-3.768133072,0.094122317,-0.639920691,-2.865113673,-1.427322192,1.520485923,4.060866697,2.915156028,2.896042081,2.395411204,1.961178532,-10.94007066,6.683144185,6.179312226,2.675663493,
Estonia,EST,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.999843594,-21.16865621,-5.74049422,-1.642424622,4.526681792,4.943017786,13.05000972,4.339837531,-0.425028259,10.08763499,5.880749703,6.933000131,7.59630144,6.80069516,9.523058033,9.762570368,7.570918113,-5.125312709,-14.63022031,2.449745916,7.606976635,3.672021159,1.756494612,3.322787536,1.838157048,3.093015834,5.634674322,3.69969444,3.726653182,-2.883810041,7.154447483,0.060427832,-3.023035841,
Ethiopia,ETH,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,4.326091336,4.518633926,4.090485611,5.771932016,7.256598037,4.06158788,4.142187844,1.388657408,3.482728741,6.526476164,4.22715959,5.109869507,3.273658324,1.246131715,0.148810316,2.725681626,2.740006332,-1.100763694,6.424166164,4.381548125,0.916013857,8.235005719,-2.848021452,-11.14435298,9.661612361,13.85933039,0.503674879,-0.36104418,2.726451783,-7.1374797,-8.672480148,13.14283398,3.189964582,6.127511414,12.42617378,3.133906851,-3.458139134,5.162145821,6.07321748,8.301306321,1.514725706,-2.161359722,13.57260314,11.81876595,10.83472707,11.456167,10.78852169,8.802553198,12.55053835,11.17829623,8.647811633,10.58227005,10.25749296,10.39246302,9.433482658,9.564189643,6.816147797,8.364085699,6.059530886,5.641530717,5.321176284,6.498134642,
European Union,EUU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,5.725674734,5.695729081,4.796874717,5.963433648,5.240973807,4.279822362,3.562370648,5.572383475,7.03395434,5.529396115,3.656237217,4.775994222,6.082710172,3.199625953,-0.614735134,4.884738893,2.949435997,3.050260495,3.889374438,2.067126122,0.558347869,0.819474118,1.446040121,2.526550889,2.316688061,2.579375514,2.544018134,4.130463437,3.893193591,3.297417535,1.460299526,0.901770388,-0.59601481,2.701627257,2.724968579,1.916243664,2.686080958,2.982138682,3.003946323,3.934531784,2.161437803,1.097981146,0.938285219,2.600594726,1.98379523,3.5650683,3.141634775,0.623364646,-4.310867694,2.184575093,1.960766125,-0.761009906,-0.037626217,1.628453683,2.370901228,1.943938831,2.795465834,2.049971859,1.875721582,-5.576921085,6.357771334,3.497703287,0.427838269,
Fragile and conflict affected situations,FCS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,-0.178687888,7.892807432,6.476840966,5.213778432,6.325876992,0.874733054,-5.780861367,6.21730309,13.07262634,12.22913839,7.648551533,3.783001831,3.942818502,11.01018468,-0.106098335,9.051938866,4.987021418,-0.17843136,6.345367885,5.305613941,-6.59160552,-0.810150635,-4.693905254,-1.156721546,4.249682686,-0.100917082,1.487645611,3.632085534,1.037576681,5.168727458,-6.001850509,0.195282552,-1.922223421,-3.439010607,-0.318400592,3.408469392,4.544125639,4.944875467,3.112098326,5.447187766,4.109826533,4.790455846,1.069366207,11.26643257,5.83357542,5.819575404,5.987739023,5.04038511,3.061667721,7.017797072,0.036698808,5.569059483,3.540135901,2.348448227,0.820425464,2.166921687,2.563937442,2.715346787,2.293659501,-5.060523415,2.476908576,1.098739163,1.81242145,
Finland,FIN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,7.604670479,2.981945536,3.285099636,5.238686598,5.302857802,2.372823015,2.168828883,2.303289984,9.593287785,7.470432644,2.356918898,7.735486195,6.983828227,3.236533869,1.804896939,0.344382921,0.239511169,2.919707429,7.121926853,5.389047218,1.289384392,3.086715161,3.103848475,3.226532671,3.54005461,2.755099462,3.561032806,5.23111273,5.083929606,0.691650079,-5.880596166,-3.311373355,-0.779815438,3.964372623,4.234367307,3.662657607,6.397700585,5.45426992,4.389280783,5.753737865,2.640262159,1.687326305,2.011799666,4.005379488,2.777309271,4.019573228,5.312801782,0.784431219,-8.076030899,3.168287723,2.390394726,-1.522840285,-0.979741028,-0.478068319,0.466503518,2.571934232,3.303370161,1.19297773,1.349738438,-2.49103621,2.734713486,1.450048073,-1.163962815,
Fiji,FJI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,3.517581992,3.606102179,6.358771941,4.877280744,-2.70026694,0,13.35182829,7.916221581,2.596410508,12.70271113,6.888986643,7.485276696,11.61286849,2.601149915,0.530211184,2.736163255,5.904011824,1.863401456,12.22481978,-1.603456941,6.32999054,-5.978486199,-3.960123013,8.393024475,-4.613474856,7.749907969,-6.615020006,0.955754866,7.438632442,5.800002724,-2.700003731,6.10000191,2.130032421,5.099999609,2.499998538,4.80000043,-2.199999369,1.300000452,8.799998719,-1.699998416,2.000000147,3.199999114,0.999999345,5.299999705,0.700000402,1.852483872,-0.85065431,1.03279422,-1.386037708,2.954672422,2.705143029,1.411314382,4.73421949,5.603514896,4.501199383,2.445652008,5.353364937,3.81235097,-0.581946371,-17.03866753,-4.881036056,19.79272669,7.524290882,
France,FRA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,4.803831814,6.871698835,6.198634842,6.425865379,4.807918199,5.210182983,4.896357762,4.4504571,7.113148724,6.20032857,5.330598742,4.537374454,6.609984504,4.690796811,-1.124349259,4.385942657,3.572654379,3.894980635,3.695310789,1.676413366,1.18831469,2.442512707,1.262057675,1.609471451,1.569074366,2.389535558,2.552746137,4.814224017,4.40516932,2.829627161,1.23666246,1.516061119,-0.358997841,2.383660904,2.304792768,1.397079862,2.527061645,3.452594348,3.399308054,4.140999996,1.899467003,1.06775025,0.967827178,2.868250572,1.888565802,2.714064518,2.530481862,0.380171426,-2.824551503,2.000324727,2.437576569,0.183835271,0.781756446,0.997832938,1.066754735,0.860031082,2.083614851,1.645908729,2.027446476,-7.44064593,6.882337866,2.570840474,0.936487503,
Faroe Islands,FRO,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.553298241,-0.379817991,3.566363179,7.081483445,5.856143897,5.432142068,0.958001934,1.386447959,3.512013675,2.763709523,4.538510287,-1.63732118,5.504380173,3.556023804,2.489058117,
"Micronesia, Fed. Sts.",FSM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,2.301574535,1.066915467,33.93000784,15.32727745,0.074288093,0.356323181,2.42621433,5.640209184,2.11922371,-7.196411188,9.723724885,-2.621064121,1.929996837,-3.952498484,16.55067607,7.979347301,1.199760048,2.548903379,3.526011561,3.740926857,7.427341227,4.008016032,8.140655106,-0.534521158,7.014464845,-3.182371519,-6.060937437,2.85051586,1.37443839,4.833903786,2.167602441,0.546997672,1.572115067,-3.080153047,2.041867164,-0.081055293,-1.836185294,-2.408492587,1.093099241,2.259389956,3.188574755,-1.866819755,-3.679767791,-2.305775745,4.621884004,0.484101802,0.823045267,0,4.081632653,-1.960784314,2.8,-0.778210117,0.784313725,
Gabon,GAB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,14.76684319,7.449211597,6.092435284,4.554453634,8.33333566,4.508004567,4.115152854,2.508800881,8.082910434,8.679342176,10.25873091,11.33697068,10.18243362,39.48709518,19.19011491,35.62533797,-12.58209117,-24.04920607,0.47440528,2.552937158,5.095329279,-3.097520398,5.608240679,7.508902308,-2.332949333,-0.803597734,-17.14604221,12.84535325,8.54530999,5.192237277,6.112503483,-3.090145652,3.946555008,3.712754841,4.973847763,3.62504902,5.738367395,3.477833587,-8.932622802,-1.882966398,2.135233422,-0.249033169,2.247330012,0.689543058,2.676203333,-2.806578356,6.008108025,-3.308430649,0.13033112,7.089887315,7.091753343,5.251076918,5.638699003,4.314964441,3.878899395,2.091442208,0.472642031,0.837916581,3.920808795,-1.837761064,1.467957315,3.037614495,2.445880831,
United Kingdom,GBR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,2.701314128,1.098696147,4.859545328,5.594811072,2.13033297,1.567449758,2.775737709,5.47269289,1.93913786,2.708581462,3.504717453,4.32166757,6.523848487,-2.484404058,-1.473649451,2.910266159,2.45775049,4.20426047,3.749016644,-2.031367802,-0.787743787,1.994891233,4.221856337,2.269105142,4.147414957,3.150340597,5.392738353,5.732413577,2.577602804,0.733755484,-1.103121612,0.401082056,2.489830962,3.846009131,2.531670013,2.581993917,4.924648319,3.40265821,3.058323259,4.341634179,2.572780386,1.79566077,3.152346538,2.457904411,2.732660761,2.380694025,2.62488002,-0.248797298,-4.62055372,2.233315126,1.138362347,1.508998374,1.799921494,3.194637313,2.222888449,1.921710078,2.656504893,1.405190266,1.624475159,-10.29691887,8.575950905,4.839085147,0.339966158,
Georgia,GEO,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,4.865940701,5.113016497,4.201879097,5.42958765,10.55863662,7.535663149,6.253082158,4.455583403,4.776504043,12.05207582,2.471331794,2.836460334,6.482545611,8.809740632,7.380428381,6.09953236,6.894300095,7.429560437,7.370640637,4.576446965,5.266600553,2.002445429,4.301603521,5.427963148,4.941205904,-8.175672224,1.281480657,5.55545383,-7.193782851,-14.78878505,-21.09985084,-44.89977481,-29.30016651,-10.39823009,2.59657507,11.20254639,10.52080424,3.101509696,2.867295675,1.840381179,4.807298672,5.474024887,11.057031,5.792682927,9.591138329,9.421480812,12.57556982,2.42161441,-3.650752296,6.246408653,7.934336525,6.57883102,5.132885312,4.090490596,3.351023503,3.45021518,5.159902617,6.062036413,5.380719266,-6.290471785,10.64423366,10.95853214,7.832201215,
Ghana,GHA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,3.429674015,4.109158606,4.405974199,2.209327502,1.36899887,-4.25829037,3.07536405,0.368860329,6.006174966,9.723472587,5.216124557,-2.487655402,2.884584195,6.852516832,-12.43162902,-3.530182806,2.274107242,8.475935602,-2.51494142,0.471695943,-3.503066947,-6.923650411,-4.563737505,8.647569457,5.091617272,5.19916068,4.794898879,5.628168764,5.0858727,3.328817883,5.281826398,3.87941908,4.850000554,3.299999739,4.112418972,4.602461156,4.19635744,4.700390784,4.399996825,3.700000082,4.000000128,4.499999559,5.200000133,5.599999991,5.900003819,6.399912606,4.346819104,9.149798938,4.844487052,7.899711941,14.04712358,9.292789406,7.312525017,2.856240163,2.120759338,3.37346575,8.128894881,6.200077681,6.507774794,0.513941671,5.076466435,3.817504621,2.944785831,
Gibraltar,GIB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,5.365818408,2.315179533,1.567286806,5.250221182,2.876920574,7.923368315,-3.353069844,6.796264475,-1.207860744,2.601387966,0.609737155,1.800004762,1.300011835,1.400009459,4.999930584,3.114040034,3.299938843,6.308116702,4.00347601,4.324062755,2.613423004,3.270947303,5.044144541,3.970099106,4.607673202,4.461575085,5.181603458,3.644121242,3.812004033,2.503060563,3.658346469,5.164609467,1.248601259,2.340117313,2.997272563,1.189602117,6.817471111,4.13301616,-1.122642048,4.81336017,5.612111774,5.915286261,3.945687086,3.696553117,3.825910569,10.8206272,10.30000534,6.358491927,5.616914469,4.704590961,5.582332811,3.972407842,6.744934446,
"Gambia, The",GMB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,0,9.576143472,2.435522881,6.153846573,-0.065877039,0.241704785,9.250329253,5.87879361,12.39342909,7.351225732,3.43957606,6.31644631,-1.328183162,6.270079606,3.321894011,-0.764582637,10.88322777,3.535257302,-0.812264661,4.091070741,2.454332597,4.476826921,5.895721873,3.558879368,3.107039224,3.378688791,3.012101374,0.15434596,0.881848241,2.223545638,4.89999911,3.499998702,6.39999905,5.500000216,5.800000243,-3.25000015,6.869999622,7.050000001,-2.351729362,-0.555580977,3.043249508,6.255905534,6.665724308,5.90833581,-8.130444223,5.241569246,2.87276879,-1.407382495,4.058073804,1.943359655,4.822611249,7.234890333,6.22205316,0.591487288,5.255968788,5.49299823,4.797508952,
Guinea-Bissau,GNB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,-3.910967458,6.374860894,1.10989279,4.559241048,7.84558432,4.943455305,-7.170069971,13.12604338,1.994144363,-15.9526515,18.16752815,4.200082135,-3.398287429,9.109222986,4.166492897,-0.793847626,2.900000008,4.599999988,6.100000021,6.099999986,5.100000035,1.099999968,2.099999989,3.200000019,4.400000006,11.6,6.499999993,-22.44572707,16.81502127,1.100278158,4.78597165,3.653936036,-0.285931052,1.171891523,6.559771118,2.666504933,2.559826471,4.524575146,2.447951061,5.605363114,8.085041672,-1.712869584,3.256071909,0.964525746,6.134089362,5.306596331,4.788991619,3.761453596,5.55045565,1.495274437,6.182676683,4.605831807,5.199268297,
Equatorial Guinea,GNQ,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,5.769420503,2.201675946,5.004387196,1.01138167,12.90517887,-2.330556357,4.436737362,2.655262183,-1.229178079,-1.758564085,-1.022238877,34.74532003,11.03321304,16.66883554,17.48626373,66.57999722,149.9729635,23.77448233,25.66401544,18.21377996,63.37987543,19.46283404,13.95525032,37.99872686,16.74870061,7.704917607,15.28211392,17.79910913,1.343356288,-8.924175889,6.52392363,8.312871844,-4.133198501,0.415066302,-9.110041149,-8.816417232,-5.667508505,-6.236544067,-5.481825379,-4.791080834,0.860269956,3.223508317,-5.089308721,
Greece,GRC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,13.20384115,0.364810822,11.84486626,9.409677295,10.76801119,6.494501133,5.669485381,7.203719335,11.56366804,8.93058001,7.841177286,10.1601513,8.092378596,-6.438240569,6.366808456,6.85189826,2.941001292,7.246863261,3.282080812,0.677130741,-1.553720983,-1.132647958,-1.078622253,2.01058079,2.509556281,0.517660255,-2.258863632,4.287861888,3.799999791,0,3.100000069,0.699999923,-1.600000277,2.000000014,2.099720313,1.382470172,3.6028832,3.436935726,2.65878589,4.137827099,4.650414122,4.683137359,5.796823035,5.377866297,1.183506102,6.44339775,3.506870186,0.057473579,-4.119275981,-5.693741203,-9.876779039,-8.331133959,-2.272116922,0.792225038,-0.228301959,-0.031795213,1.473124985,2.064672533,2.277180636,-9.196231471,8.654497853,5.74364919,2.332123883,
Grenada,GRD,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,5.341402185,5.602083486,-0.534783988,1.534187473,4.124261572,3.632574897,3.568465338,5.979708141,7.19427377,9.097425107,2.966791684,3.767730764,4.012611916,1.385545787,-0.851148756,-1.958815581,1.693556044,2.12947515,4.438234716,5.015494609,11.75350299,6.898362434,4.887952137,-2.023900041,3.43732353,9.463973431,-0.647450316,13.27618833,-3.995328244,6.123450947,0.947542625,-6.613281348,-0.511146187,0.76477355,-1.154838164,2.351098017,7.34212396,6.445223147,3.739603956,4.438675669,4.361440394,0.676511739,-13.75662226,4.687478169,7.320740616,3.566128618,
Greenland,GRL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,13.06085136,6.177273555,6.806008982,5.706253993,0.646240143,5.959208506,8.822315297,6.016717191,4.860597464,8.676006265,0.665279572,-4.419660842,3.457216661,-5.179615488,3.656387989,7.097322734,5.515872103,5.603610708,6.659545028,-11.71953299,-0.113464594,-5.111700032,-5.027932629,5.924369801,3.728677489,1.529637361,1.468926381,7.757981745,1.377884445,7.101596882,1.269035079,-0.971177311,4.430045721,6.906582837,4.987491771,5.555694901,2.352437981,6.166132702,0.865952329,1.735825059,-0.496519392,1.39419336,-1.298280693,4.742135673,-2.529318024,4.68195411,0.052728183,0.623065429,2.832177568,0.187608794,1.290210488,,,
Guatemala,GTM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,4.298518349,3.536501263,9.541043931,4.632992432,4.361769315,5.51210399,4.112175617,8.766035054,4.736909016,5.707883598,5.583754547,7.333051621,6.782834337,6.375029903,1.949990822,7.387265625,7.809220684,4.99668982,4.713456092,3.75997816,0.64685861,-3.53008901,-2.572091444,0.496697753,-0.609338956,0.143049596,3.543983307,3.892387064,3.94258952,3.102563176,3.65824875,4.838338847,3.927131945,4.033741496,4.948547502,2.957779887,4.364089947,4.993527803,3.847062189,3.608868717,2.332574866,3.839287086,2.560377668,3.137916836,3.276026926,5.351397787,6.33771869,3.293524,0.476898107,2.884175428,4.163906883,2.974708568,3.694819199,4.443977583,4.092170816,2.677802555,3.079851491,3.4068734,4.017897934,-1.785551945,8.033267715,4.200155889,3.526792142,
Guam,GUM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.879314135,6.493789497,3.642316349,-3.652517275,0.717213115,2.034587996,0.438683948,2.263251936,0.077654824,2.13385063,1.690408357,1.793051924,0.825688073,0.181983621,0.890099909,-0.828231905,2.523602033,-10.51885957,2.058183257,5.099864262,,
Guyana,GUY,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,4.689524312,1.10492581,-12.27865726,11.36028238,10.54101876,5.233273894,4.313621829,1.024827553,6.994386658,4.255456893,3.112850844,-3.317670935,1.244719352,7.702839949,8.483021514,1.536913279,-2.638679661,-1.806188772,-1.835696261,1.733889727,1.49616592,-13.19013449,-6.792386689,-5.028737864,2.399667458,-0.900602237,0.899396594,-3.693533101,-4.916666665,-3.067484664,6.057866185,7.757885776,8.175105493,8.532423167,5.031446558,7.955517541,6.18066561,-1.679104492,2.960151803,-1.363803903,2.279521659,1.132626962,-0.632225388,1.56335211,-1.950957595,5.129609348,7.191236241,1.755223496,3.611508472,4.138441601,5.196251561,5.27633062,3.653384333,1.68649445,0.687404591,3.807456264,3.734491546,4.440912885,5.352840035,43.47965172,20.06002806,63.33458716,33.80261709,
High income,HIC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,4.461388329,5.609612982,5.050114634,6.363148295,5.51768331,5.517852916,3.81902479,5.897964939,5.619525448,3.037297034,3.927247609,5.499819007,6.316620599,1.165595021,-0.150836897,4.970185455,3.890880688,4.262784729,4.102991026,1.29593425,1.946670999,-0.178907032,2.859621655,4.681760489,3.548083764,3.131701869,3.549985738,4.656779638,3.881649067,2.62965949,0.84594378,1.51219841,1.089235013,2.907355165,2.726646446,2.906159247,3.506600091,2.718016885,3.576537429,4.261626561,1.593968773,1.637703702,2.29162318,3.522112722,2.994293665,3.246401597,2.85744329,0.66940194,-3.357498025,3.034194462,2.034909667,1.449944838,1.606408264,2.14757822,2.33977306,1.82381589,2.463333375,2.364554227,1.906097583,-3.86785581,5.778494231,2.898925841,1.779980693,
"Hong Kong SAR, China",HKG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,14.29126214,15.76385432,8.628104138,14.64200882,1.794572432,1.603549563,3.397618328,11.34329735,9.206704322,7.292830255,10.61194182,12.27974214,2.415237348,0.492041773,16.16432967,11.72579484,8.260706876,11.55681169,10.10818432,9.26072686,2.949743362,5.976966726,9.973721127,0.757078679,11.05607179,13.39854363,8.511471998,2.276927145,3.830559781,5.701976874,6.234931473,6.201107843,6.035969009,2.373698004,4.258460116,5.099784681,-5.882641894,2.506685818,7.663382253,0.560879904,1.65670092,3.056284261,8.700021427,7.388155978,7.032606762,6.464848634,2.127916149,-2.459135569,6.767695702,4.814711086,1.700288999,3.101508347,2.762422858,2.387777134,2.175431356,3.796104066,2.846927701,-1.672391239,-6.544767573,6.454408241,-3.683571131,3.276526256,
Honduras,HND,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,1.855659321,5.764846041,3.580436708,5.416645571,9.037156489,5.373842271,5.977542858,6.598183245,0.655438847,3.62672094,3.995003607,5.762304882,7.869852503,-1.227641731,2.130681763,10.50069306,10.38388909,5.966211807,5.609926692,0.599354053,-1.222035024,-2.074660895,0.905693884,6.327295761,5.626234849,5.330774418,6.63835598,1.746033807,2.727848929,2.79174895,-3.319308423,6.073687877,6.495718208,0.211903499,6.189304558,1.870776294,4.598083062,3.590233034,-0.735651085,7.291288159,2.723193273,3.754337861,4.547038052,6.232302961,6.050599222,6.567243552,6.188327167,4.23160011,-2.43162788,3.731140344,3.835690662,4.128687749,2.791559757,3.058080562,3.840079971,3.892972197,4.842913911,3.84499477,2.559634346,-8.965082233,12.56528438,4.14356194,3.582603626,
Heavily indebted poor countries (HIPC),HPC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,-0.14422741,7.229024795,3.392265396,3.429473686,3.952373539,3.898027683,2.415688256,4.55704315,4.542501301,0.05700159,4.563353537,2.129220723,3.253682298,5.207467439,2.022856287,3.858040289,3.581452104,2.535900359,0.634818392,0.643460185,2.855112555,0.585160142,0.331580503,1.252519217,1.473103371,3.120972329,3.304776584,1.248434381,1.492046786,-1.048085683,0.450280468,-1.207628157,0.473748199,-0.151707776,4.947405539,5.110738091,5.545987941,3.502442405,3.110639582,2.892465228,3.589811659,3.868389293,3.900391178,5.657180544,5.561013032,5.855290997,5.466766055,5.63823596,3.729134751,6.101048899,4.462323809,4.012663591,5.836886462,5.849822072,4.694812759,4.45300762,5.042741952,4.181503167,4.424409403,0.23286652,4.266050974,4.810998344,3.981315841,
Croatia,HRV,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-21.08867066,-11.71329046,-8.025582059,5.870474738,6.758477071,6.108980925,6.167990759,2.251677853,-0.848694322,2.945252995,3.111234879,5.803328517,5.568372671,4.170484873,4.327076522,5.081465904,5.048886209,1.968590093,-6.813956178,-1.334081524,-0.097751453,-2.253745581,-0.125449826,-0.557150197,2.323175158,3.461129474,3.280958121,2.904681493,3.100439114,-8.311642579,12.63170033,7.287936432,3.302544881,
Haiti,HTI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,-2.931980291,7.887575894,-1.892792551,-1.647357369,2.161797861,-0.575786801,-2.117686201,3.181617321,3.811943285,0.651153708,6.480380501,0.977107759,4.755322092,5.779889152,1.122754491,8.43883543,3.708146437,6.208863536,7.560421402,7.374687919,-2.852709711,-3.563745224,0.908181461,0.300917036,0.603631294,-0.497504788,-0.7936487,0.200426837,-2.913424398,1.038122802,1.880544724,-5.309932923,-5.426295992,-11.95062929,9.897707488,4.140773329,2.704713931,2.18184033,2.71024801,0.870059259,-0.342747883,1.051820135,3.480779732,-1.31785676,3.072173377,1.768750603,4.70652994,2.658032308,5.890378948,-5.651511534,5.098213544,0.502424404,4.324784115,2.888772509,1.400000009,1.812468078,2.510271345,1.667810955,-1.723096998,-3.30550547,-1.798239889,-1.681983969,-1.863884203,
Hungary,HUN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,4.7,6.1,5.7,4.7,42.41041427,7.4,7.5,4.9,6.9,4.7,6.2,6.1,6.9,5.9,6.2,3.6,7.6,4.4,2.7,0.2,2.86674496,2.841088542,0.722965872,2.658047683,-0.253067485,1.534948825,4.051229599,-0.065263143,0.736424821,-3.496659762,-11.89204086,-3.064180347,-0.576108518,2.947154556,1.489525476,0.082413298,3.143122194,3.900004501,3.071026866,4.479194732,4.074088033,4.741286546,4.074249746,5.004620692,4.29427761,3.94606688,0.277372772,1.003943029,-6.597867219,1.076254043,1.866837475,-1.250226023,1.802522101,4.232209806,3.707315979,2.201001893,4.271976016,5.362348362,4.864225735,-4.487046048,7.06122061,4.583407673,-0.907685956,
